task_id,edge_node_id,edge_server_id,edge_node_memory,edge_server_memory,edge_cpu_mips,edge_server_cpu_mips,mobility_status,en_uplink_bandwidth,en_downlink_bandwidth,es_uplink_bandwidth,es_downlink_bandwidth,edge_node_Latitude_position,edge_node_Longitude_position,edge_server_position,distance_en_to_es,distance_es_to_cs,deadlines,task_size,subtasks
71,57,1,44.123046910662474,392.8741932693814,7.287179765575507,7.3866370468299305,static,94.60380513776917,44.19999407623535,98.55920790828459,62.87634092688917,-44,-111,"[750.0522, -355.2437]",691.3687674395553,1044.1024461186219,370.8472700604319,3.798231200816844,"[{'subtask_id': 0, 'subtask_size': 0.949557800204211, 'network_delay_to_edge_server': 0.014027243183648216, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.5725704836929434, 'task_completion_time_cloud': 0.8425192119959037, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.949557800204211, 'network_delay_to_edge_server': 0.014027243183648216, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.8531966240074964, 'task_completion_time_cloud': 1.218122685436266, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.949557800204211, 'network_delay_to_edge_server': 0.014027243183648216, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.39817059296705903, 'task_completion_time_cloud': 0.6381250264649656, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.949557800204211, 'network_delay_to_edge_server': 0.014027243183648216, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.4339608521539189, 'task_completion_time_cloud': 1.999852991425536, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
72,59,3,56.306161203909305,543.3006171662975,5.937684021502396,1.8963615949995452,mobile,48.78427380201378,67.1700760516698,33.60956700346037,37.92168632583052,-20,-87,"[230.7749, 384.4191]",721.8785093011774,1044.1024461186219,453.8605378020762,2.6845782650363232,"[{'subtask_id': 0, 'subtask_size': 2.6845782650363232, 'network_delay_to_edge_server': 0.02410780160468727, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.9787719336727432, 'task_completion_time_cloud': 1.4070492589020445, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
73,33,2,81.10234275153846,950.336636245806,15.278852084393483,8.878686132602464,static,22.651962868206073,88.37794665508662,43.49120193771032,82.47973824832923,16,-145,"[-329.2817, -700.006]",739.3404743356676,1044.1024461186219,79.00665604105802,4.426366735116708,"[{'subtask_id': 0, 'subtask_size': 1.106591683779177, 'network_delay_to_edge_server': 0.04784298699249518, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.5073437880876847, 'task_completion_time_cloud': 1.391423457142931, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.106591683779177, 'network_delay_to_edge_server': 0.04784298699249518, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.58817385510129, 'task_completion_time_cloud': 1.261116132057112, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 1.106591683779177, 'network_delay_to_edge_server': 0.04784298699249518, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.5043119250182045, 'task_completion_time_cloud': 1.826682951836696, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 1.106591683779177, 'network_delay_to_edge_server': 0.04784298699249518, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.9584316013873494, 'task_completion_time_cloud': 0.6931163537226215, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
74,9,0,13.134262011846877,162.7034748314175,87.96993953925664,8.809574997737865,mobile,23.825461479876147,10.43189552245155,46.16478505551902,33.37947637985806,-32,-164,"[750.0522, -355.2437]",688.1497339902777,1044.1024461186219,383.1753777862377,3.516666161399261,"[{'subtask_id': 0, 'subtask_size': 1.1722220537997536, 'network_delay_to_edge_server': 0.045412653425904864, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.20742098993593017, 'task_completion_time_cloud': 1.2633500598051184, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.1722220537997536, 'network_delay_to_edge_server': 0.045412653425904864, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.7445192279171817, 'task_completion_time_cloud': 0.7448574824888723, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.1722220537997536, 'network_delay_to_edge_server': 0.045412653425904864, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.251694493707314, 'task_completion_time_cloud': 1.9736681494304713, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
75,24,1,62.7841016168415,392.8741932693814,41.041052736205195,7.3866370468299305,mobile,77.62401601766342,90.41336587388274,98.55920790828459,62.87634092688917,62,154,"[750.0522, -355.2437]",902.338265613783,1044.1024461186219,187.05173138795593,4.482946546104305,"[{'subtask_id': 0, 'subtask_size': 4.482946546104305, 'network_delay_to_edge_server': 0.01739430229440244, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.4768549285338014, 'task_completion_time_cloud': 1.0984255279525974, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
76,94,2,82.23493594224422,950.336636245806,12.0696694256477,8.878686132602464,mobile,37.669848617044046,46.477064190622386,43.49120193771032,82.47973824832923,-81,170,"[-329.2817, -700.006]",795.2676555669103,1044.1024461186219,216.62711313425783,4.987610340506407,"[{'subtask_id': 0, 'subtask_size': 1.6625367801688025, 'network_delay_to_edge_server': 0.030522768293152994, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.21374409006274958, 'task_completion_time_cloud': 0.5882910464142578, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.6625367801688025, 'network_delay_to_edge_server': 0.030522768293152994, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.8885634045886012, 'task_completion_time_cloud': 2.0242563714195003, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 1.6625367801688025, 'network_delay_to_edge_server': 0.030522768293152994, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.7525495022226879, 'task_completion_time_cloud': 1.8193899303627636, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
77,1,3,13.30645082771448,499.26772493307004,5.0953082580074245,1.7894989493051359,static,38.92856746314166,17.002817202694175,24.672660637248484,60.99027966659595,-70,-63,"[750.0522, -355.2437]",683.9689348142136,1044.1024461186219,435.5983906780631,4.192764757707867,"[{'subtask_id': 0, 'subtask_size': 2.0963823788539333, 'network_delay_to_edge_server': 0.029107920685263102, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.7979800470588754, 'task_completion_time_cloud': 0.8909416135785378, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 2.0963823788539333, 'network_delay_to_edge_server': 0.029107920685263102, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.2749740210287809, 'task_completion_time_cloud': 1.4472398774967081, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
78,63,4,52.47776227062971,590.1718199605139,14.192555586123879,9.457918856992732,static,21.44796731341519,79.46757308905848,79.97418519493885,23.57476884440068,-5,-18,"[-329.2817, -700.006]",761.5311134752736,1044.1024461186219,33.13808266618278,4.945199767593573,"[{'subtask_id': 0, 'subtask_size': 2.4725998837967866, 'network_delay_to_edge_server': 0.05043212050557701, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.20072934681434113, 'task_completion_time_cloud': 1.5197624550386726, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 2.4725998837967866, 'network_delay_to_edge_server': 0.05043212050557701, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.896687305001158, 'task_completion_time_cloud': 1.8238687700226848, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
79,4,1,45.08671377503869,392.8741932693814,18.236012615745732,7.3866370468299305,static,97.86673769192696,74.26350170956172,98.55920790828459,62.87634092688917,-25,-111,"[750.0522, -355.2437]",709.4223006016163,1044.1024461186219,237.29613636720165,2.809023529408869,"[{'subtask_id': 0, 'subtask_size': 0.936341176469623, 'network_delay_to_edge_server': 0.013765087738691784, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.5235778879475497, 'task_completion_time_cloud': 0.579090685772777, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.936341176469623, 'network_delay_to_edge_server': 0.013765087738691784, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.9307913533684845, 'task_completion_time_cloud': 0.8697565993088334, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.936341176469623, 'network_delay_to_edge_server': 0.013765087738691784, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.8642500488164168, 'task_completion_time_cloud': 1.212764311907323, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
80,42,2,83.17673672828342,778.3747487625809,22.628488938027797,8.11285920689789,static,40.65578584903066,74.82177970173291,17.602016430958656,54.691826060830984,-1,-124,"[950.7783, 927.4179]",728.5258845030079,1044.1024461186219,63.053145723982794,3.2296092894202464,"[{'subtask_id': 0, 'subtask_size': 3.2296092894202464, 'network_delay_to_edge_server': 0.02823937448884716, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.3613368718975274, 'task_completion_time_cloud': 0.855642767568468, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
81,2,2,78.35226447758103,950.336636245806,49.88142984150732,8.878686132602464,mobile,46.95957321558063,87.94692877677561,43.49120193771032,82.47973824832923,-41,-3,"[-329.2817, -700.006]",735.3561421453485,1044.1024461186219,19.44592375077235,2.901205832690915,"[{'subtask_id': 0, 'subtask_size': 1.4506029163454575, 'network_delay_to_edge_server': 0.024971693154015553, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.8710811684926124, 'task_completion_time_cloud': 0.6270510190192223, 'offloading_decision': 'edge_server', 'processing_at': 'edge_server'}, {'subtask_id': 1, 'subtask_size': 1.4506029163454575, 'network_delay_to_edge_server': 0.024971693154015553, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.6901703671342512, 'task_completion_time_cloud': 1.9412775073080277, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
82,98,0,59.871634505589604,183.31791281240794,5.0274794270684415,9.989219781828691,static,67.47538687628023,54.060646632570986,39.741557760817486,77.26360672638025,82,73,"[-329.2817, -700.006]",879.4111383140937,1044.1024461186219,119.2867938752542,1.6891244219439105,"[{'subtask_id': 0, 'subtask_size': 0.5630414739813036, 'network_delay_to_edge_server': 0.01921727453423608, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.3445010050951943, 'task_completion_time_cloud': 1.6663492489162472, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.5630414739813036, 'network_delay_to_edge_server': 0.01921727453423608, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.7573418814545081, 'task_completion_time_cloud': 1.212523620026427, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.5630414739813036, 'network_delay_to_edge_server': 0.01921727453423608, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.49672254971060936, 'task_completion_time_cloud': 0.6341032003577488, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
83,61,1,42.62045527973082,315.9681133123447,12.49643152097007,8.739692458466013,mobile,59.31352689437629,98.51075218837495,95.61618716359602,62.60433023204564,-46,-101,"[-329.2817, -700.006]",692.7022322693135,1044.1024461186219,171.72941572482353,1.4154981697382587,"[{'subtask_id': 0, 'subtask_size': 0.7077490848691294, 'network_delay_to_edge_server': 0.02032307174321467, 'network_delay_to_cloud_server': 0.015678992427978874, 'task_completion_time_edge': 0.2838546337798554, 'task_completion_time_cloud': 0.7356245925029766, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.7077490848691294, 'network_delay_to_edge_server': 0.02032307174321467, 'network_delay_to_cloud_server': 0.015678992427978874, 'task_completion_time_edge': 0.8800887217425529, 'task_completion_time_cloud': 1.1734536575604522, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
84,28,1,83.22984781714302,518.5772746162318,3.4572842278579174,34.853844389226694,mobile,31.870108560857684,66.72359687666932,19.988389333958757,83.4259828880424,-62,23,"[950.7783, 927.4179]",728.8031642294715,1044.1024461186219,257.5836975933305,2.5539999701739267,"[{'subtask_id': 0, 'subtask_size': 2.5539999701739267, 'network_delay_to_edge_server': 0.03502137991422681, 'network_delay_to_cloud_server': 0.055249555756430174, 'task_completion_time_edge': 0.213244914396651, 'task_completion_time_cloud': 1.0390482761411726, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
85,97,4,74.56652110403536,568.1132131571101,2.089861861373057,17.467060818147193,static,24.140357588443603,54.329645681567,21.163988429352386,37.71304277231133,71,172,"[750.0522, -355.2437]",919.637751938713,1044.1024461186219,26.722545686212715,3.26464464837037,"[{'subtask_id': 0, 'subtask_size': 1.632322324185185, 'network_delay_to_edge_server': 0.046022595847959605, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 1.0149390249574657, 'task_completion_time_cloud': 1.3533598328706984, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.632322324185185, 'network_delay_to_edge_server': 0.046022595847959605, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.1810471843024425, 'task_completion_time_cloud': 1.4807377200547651, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
86,93,1,97.37131837485086,204.45409426239155,4.631271859879669,5.389302254838449,mobile,47.20544619142606,46.25061056501036,76.1647945964421,49.45252157528236,20,166,"[230.7749, 384.4191]",873.9065181075663,1044.1024461186219,460.3222753432581,3.382406561038953,"[{'subtask_id': 0, 'subtask_size': 1.127468853679651, 'network_delay_to_edge_server': 0.025553528944365966, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.29234566138394985, 'task_completion_time_cloud': 1.5784141629446289, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.127468853679651, 'network_delay_to_edge_server': 0.025553528944365966, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.1336709765208139, 'task_completion_time_cloud': 0.748858115869794, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 1.127468853679651, 'network_delay_to_edge_server': 0.025553528944365966, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.28497875641636167, 'task_completion_time_cloud': 1.8656182634364562, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
